gen,sp,filename
Picus,viridis,"XC627110-GRÜNSPECHT, Lachen   21.02.2021  Seeholz  7_44  VOC_210221-1769  G.wav"
Picus,viridis,XC464082-Picus viridis_2019.02.19_12.33_01..wav
Picus,viridis,XC525876-grünsp0826.wav
Picus,viridis,XC330387-5151_000-03hipan mp3.wav
Picus,viridis,XC199111-LS110737-A-Grünspecht-Herbstgesang-TT.wav
Picus,viridis,XC189359-140729GrünspechtFH5edit.wav
Picus,viridis,XC267277-30902_000-01-03ü mp3(238kBits).wav
Picus,viridis,XC410585-DM671299_Gruensp-Kies-xc.wav
Picus,viridis,XC382397-555281_399-05´ mp3.wav
Picus,viridis,XC463636-190326 Grünspecht Gesang FH 1118.wav
Picus,viridis,XC304926-Grünspecht1.wav
Picus,viridis,XC130662-Green Woodpecker_20130408_181443_prepared.wav
Picus,viridis,XC330173-1413_299-01hipan mp3(192 kBits).wav
Picus,viridis,XC235334-30718_125-07ri-renw mp3.wav
Picus,viridis,XC357845-170304GrünspechtGesangFH4.wav
Picus,viridis,XC118060-2934raeq mp3.wav
Picus,viridis,XC541074-2020-04-02_111832(2).wav
Picus,viridis,XC527429-2018-06-06_152402(2).wav
Picus,viridis,XC312883-161225_08_20_32_Geißeltalsee_Halle_ST_D_Grünspecht-G-Q4_Grünfink-G-Q3_RM_LS_70357.wav
Picus,viridis,XC187821-30346_000 - 1x mp3.wav
Picus,viridis,XC168496-LS_30052_ 5 - 5x mp3(3)-Part 1.wav
Picus,viridis,XC525877-grünsp0827.wav
Picus,viridis,XC598858-181119_0042-ÜÜ-02a-ö-07T.wav
Picus,viridis,GruenspRWSchranke27-3-10_10-01.wav
Picus,viridis,XC416424-180329_Picus_viridis_1.wav
Picus,viridis,XC622781-Gruenspecht.wav
Picus,viridis,XC270275-30926_000i-01 mp3.wav
Picus,viridis,GruenspLindenbach6-6-9_5-05.wav
Picus,viridis,XC243615-Grünspecht song and soft drum.wav
Picus,viridis,XC384132-1559_419-02´ mp3.wav
Picus,viridis,XC531131-grünsp0657.wav
Picus,viridis,XC335389-5235_060-02hieqn mp3.wav
Picus,viridis,XC277570-30929_131i-01 mp3.wav
Aegolius,funereus,"XC457131-Raufußkauz, Zollernalb, 17.02.2019.wav"
Aegolius,funereus,XC624632-2020 Raufusskauz-Hindenburgturm.wav
Aegolius,funereus,XC457200-190218_17rf.wav
Aegolius,funereus,XC432979-Boreal Owl b1.1 - Stockhausen 2017-03-11.wav
Aegolius,funereus,XC544294-753RVr2.wav
Aegolius,funereus,XC596452-Chouette de Tengmalm.wav
Aegolius,funereus,XC544189-748r.wav
Aegolius,funereus,XC354151-170203_10XC.wav
Aegolius,funereus,XC237277-Tengmalms Owl_20150402_203137_prepared.wav
Aegolius,funereus,XC367561-rauz tomeleshau 16.3.17.wav
Aegolius,funereus,XC363035-170401-204829-b.wav
Aegolius,funereus,XC544299-753Rauf.wav
Aegolius,funereus,XC354153-170203_12XC.wav
Aegolius,funereus,XC625879-210301_0256 Raufußkauz Schießbahn Rheinmetall Wald Ostseite Auszug Weibchen & Männchen.wav
Aegolius,funereus,XC367562-rauz 22.3.17 tomeleshau.wav
Aegolius,funereus,XC492912-Rauz 130819_2210 (online-audio-converter.com).wav
Aegolius,funereus,XC354155-170203_03XC.wav
Aegolius,funereus,XC407208-20180323_Raufußkauz_WP Luckau.wav
Aegolius,funereus,XC358930-Raufußkauz 12.03.17 Zollernalbkreis.wav
Aegolius,funereus,XC363036-170401-195941-c.wav
Aegolius,funereus,XC457202-190218_20rf.wav
Aegolius,funereus,XC457201-190218_18rf.wav
Certhia,brachydactyla,XC186447-LS_30336 x mp3.wav
Certhia,brachydactyla,XC308695-160313GartenbaumläuferGesangFH2edit.wav
Certhia,brachydactyla,XC367774-part3of3--0101_0263_15mp3.wav
Certhia,brachydactyla,XC237018-150419GartenbaumläuferGesangNSGLauff.wav
Certhia,brachydactyla,"XC557033-200510_2156 1253 Gartenbaumläufer. D, NW, LEV, Imbach. Stephan Risch.wav"
Certhia,brachydactyla,XC465051-Certhia brachydactyla_2019.02.24_11.00_01.wav
Certhia,brachydactyla,GartenbaumlHBWaldWest25-4-9_9-27.wav
Certhia,brachydactyla,XC337084-GER treecreeper sp call chaffinch call 0715 160915 hpf splice NK.wav
Certhia,brachydactyla,XC378385-Gartenbaumläufer ruf.wav
Certhia,brachydactyla,XC378382-Gartenbaumläufer Februar.wav
Certhia,brachydactyla,XC390985-1555Ü-03_000-03´ mp3.wav
Certhia,brachydactyla,XC254136-150614GartenbaumläuferFH2edit.wav
Certhia,brachydactyla,XC384343-31570_419-02´ mp3.wav
Certhia,brachydactyla,XC287601-151018GartenbaumläuferRufeFH2edit.wav
Certhia,brachydactyla,XC542663-xc-wa008212-000000-Alcedo-atthis.wav
Certhia,brachydactyla,XC167829-Gartenbruf.wav
Certhia,brachydactyla,XC391351-54448_0300-02´ mp3.wav
Certhia,brachydactyla,XC382934-170508GartenbaumlöuferGesangFH 1716.wav
Certhia,brachydactyla,XC522687-555579-Wav18gbl!.wav
Certhia,brachydactyla,XC526000-555584b-mp3 (2).wav
Certhia,brachydactyla,XC347550-958-03_065-01-02tut mp3.wav
Certhia,brachydactyla,XC361312-Gartenbaumläufer.wav
Certhia,brachydactyla,XC441136-181102_01_01_23m.wav
Certhia,brachydactyla,XC459623-Gartenbaumläufer.wav
Certhia,brachydactyla,XC174863-140416GartenbaumläuferGesangFH1edit.wav
Certhia,brachydactyla,XC307587-160318_06GartenbaumlaeuferXC.wav
Certhia,brachydactyla,XC325065-Certhia_brachydactyla_.Pfaffenhausen_Germany_01.07.2016_T.Sacher.wav
Certhia,brachydactyla,XC377856-Gartenbaumläufer Urdenbach.wav
Certhia,brachydactyla,XC277779-30944i-03 mp3.wav
Certhia,brachydactyla,"XC478535-190522_0931 1323. Waldbaumläufer. Berlin, Spandauer Forst. Stephan Risch..wav"
Certhia,brachydactyla,XC346388-161210GartenbaumläuferRufFH5edit.wav
Certhia,brachydactyla,XC306792-5101_150-03hiaudequ mp3.wav
Certhia,brachydactyla,XC155252-131122_0232-2HEqNR mp3.wav
Certhia,brachydactyla,XC356922-gartenb0750.wav
Certhia,brachydactyla,XC206403-141201GartenbaumläuferRufFHedit.wav
Certhia,brachydactyla,2012_03_10_Certhia_brachydactyla_ViernhHeide_11Uhr07.wav
Certhia,brachydactyla,XC136233-GartenbaumlRWDickbuethE4-6-13_5-29.wav
Certhia,brachydactyla,XC333071-000101_0116hipan mp3.wav
Certhia,brachydactyla,XC190673-Short-toed Treecreeper_20140402_085137_prepared.wav
Certhia,brachydactyla,XC341226-161101GartenbaumläuferRufeFH4edit.wav
Certhia,brachydactyla,XC334069-160531GartenbaumläuferGesangFH1edit.wav
Certhia,brachydactyla,XC333095-160605GartenbaumläuferGesangFH1edit.wav
Certhia,brachydactyla,XC462041-2019.02.25_12.39_01.wav
Certhia,brachydactyla,XC357848-170304GartenbaumläuferGesangFH10.wav
Certhia,brachydactyla,XC168497-LS_30052_ 5 - 9x mp3.wav
Certhia,brachydactyla,XC593383-555590-ö-10high-very-BL.wav
Certhia,brachydactyla,"XC468172-Gartenbaumläufer. D, NW, LEV, Imbach. 2019-04-23. Staphen Risch.wav"
Certhia,brachydactyla,XC378389-Gartenbaumläufer Oktober.wav
Certhia,brachydactyla,XC133483-Short-toed Treecreeper_20130509_120609_prepared.wav
Certhia,brachydactyla,XC357578-Gartenbaumläufer.wav
Certhia,brachydactyla,XC442782-xc-wa005172-20181112-Certhia-brachydactyla.wav
Certhia,brachydactyla,XC456688-gartenb0837.wav
Certhia,brachydactyla,XC243610-Gartenbaumläufer 2.wav
Certhia,brachydactyla,XC356851-170221GartenbaumläuferGesangFH1.wav
Certhia,brachydactyla,XC402988-180218_15XC.wav
Certhia,brachydactyla,XC623754-210223_0240 Gartenbaumläufer Schilfbruch.wav
Certhia,brachydactyla,XC520456-555569-g-Wav-07well-gbl.wav
Certhia,brachydactyla,XC216268-150306GartenbaumläuferFH5edit.wav
Certhia,brachydactyla,XC391358-54448_0566-02´ mp3.wav
Certhia,brachydactyla,XC599474-181120_0043ÜÜ-01a-ö-06NN.wav
Certhia,brachydactyla,XC195288-140907GartenbaumläuferFH1.wav
Certhia,brachydactyla,XC199621-30507_109 - 8 m mp3.wav
Certhia,brachydactyla,XC517442-200102_1911_092704 unind.wav
Certhia,brachydactyla,XC167600-140216GartenbaumläuferGesangFH1.wav
Certhia,brachydactyla,XC594081-park31751a.wav (3).wav
Certhia,brachydactyla,XC301285-30047_ 1 - 8hiequ mp3.wav
Certhia,brachydactyla,XC167568-Gatenams.wav
Certhia,brachydactyla,XC393510-025926_566´ mp3.wav
Certhia,brachydactyla,XC491886-Certhia brachydactyla_2019.07.08_05.16_01.wav
Certhia,brachydactyla,XC398837-31677_000-05raµ mp3.wav
Certhia,brachydactyla,XC461872-2019.02.18_08.35_01.wav
Certhia,brachydactyla,XC342133-5259_061-05hiequn mp3.wav
Certhia,brachydactyla,XC418021-Certhia brachydactyla.wav
Certhia,brachydactyla,XC599472-181120_0043ÜÜ-01a-ö-05T.wav
Certhia,brachydactyla,XC168058-140223GartenbaumläuferRufeFH1.wav
Certhia,brachydactyla,XC599490-200410 Gartenbaumläufer Ruf FH 2004 Extrakt Cut 4.wav
Certhia,brachydactyla,XC340397-1481_263-05hiequn mp3.wav
Certhia,brachydactyla,XC176201-140424GartenbaumläuferGesangFH1edit.wav
Certhia,brachydactyla,XC503391-jjjjjjhigINDiS_31949all-02 mp3 (4).wav
Certhia,brachydactyla,XC444238-xc-wa005479-20181129-Certhia-brachydactyla.wav
Certhia,brachydactyla,XC173532-140407GartenbaumläuferGesangFH5ed.wav
Certhia,brachydactyla,XC310465-1237_125-06hiaudequ mp3.wav
Certhia,brachydactyla,XC343289-5277_123-01tut mp3.wav
Certhia,brachydactyla,XC465054-Certhia Brachydactyla_2019.02.24_10.34_01.wav
Certhia,brachydactyla,XC335033-160419GartenbaumläuferGesangFH2edit.wav
Certhia,brachydactyla,"XC558276-200514_2168 1344 Gartenbaumläufer, D, NW, LEV, Imbach. Stephan Risch.wav"
Certhia,brachydactyla,XC190364-Short-toed Treecreeper_20140329_100245_prepared.wav
Certhia,brachydactyla,XC522688-555579-Wav19gbl.wav
Certhia,brachydactyla,XC555066-200507_24GBxc.wav
Certhia,brachydactyla,XC434793-PFR03813_1-10_100404_BIO_sttcreep-brachydactyla-PLS-S_d_sn_lpz_vhs_REF-S.wav
Certhia,brachydactyla,XC363700-170408GartenbaumläuferGesangFH3 1444.wav
Certhia,brachydactyla,XC618679-Gartenbaum0905.wav
Certhia,brachydactyla,XC342132-5257_315-04hiequn mp3.wav
Certhia,brachydactyla,XC341801-161017GartenbaumläuferRufFH4edit.wav
Certhia,brachydactyla,XC465048-Certhia brachydactyla_2019.02.24_10.35_01.wav
Certhia,brachydactyla,XC198537-30497_239 - 5 x mp3.wav
Certhia,brachydactyla,XC367769-part1of3--0101_0263_00mp3.wav
Certhia,brachydactyla,XC357071-gartenb0745.wav
Certhia,brachydactyla,XC402781-gartenb0732.wav
Certhia,brachydactyla,XC507567-strolSS07LSpart1_Wav31834-01 01.wav
Certhia,brachydactyla,XC124573-3180RE mp3.wav
Certhia,brachydactyla,XC413397-180502_1330 FFBoverKloster_1500 ST Treecreeper NNS.wav
Certhia,brachydactyla,XC217403-150309GartenbaumläuferGesangfH5edit.wav
Certhia,brachydactyla,XC312243-1257_000-04audj mp3.wav
Certhia,brachydactyla,XC215494-gartenbaum0810.wav
Certhia,brachydactyla,XC522297-555570b-mp3 (6).wav
Certhia,brachydactyla,XC387450-31578_065-08´ mp3.wav
Certhia,brachydactyla,XC384100-31555_356-06´ mp3.wav
Certhia,brachydactyla,XC307988-160320GartenbaumläuferRufFH2edit 49..wav
Certhia,brachydactyla,XC362322-515-01_000-11-02tut mp3.wav
Certhia,brachydactyla,XC516251-200102_1916_102826 ogrodowy słaby strzyżk.wav
Certhia,brachydactyla,XC377855-Gartenbaumläufer.wav
Certhia,brachydactyla,XC340307-1478_131-01hiequn mp3.wav
Certhia,brachydactyla,XC387451-31578_065rai-03´ mp3.wav
Certhia,brachydactyla,XC196924-30472_179 - 6 x mp3.wav
Certhia,brachydactyla,XC597863-181110_0032Ü-03a-ö-12fra mp3.wav
Certhia,brachydactyla,XC583994-z31737-b-ö-16haubenm+gbl+kleibeALL +weidenme+mgm-NNN.wav
Certhia,brachydactyla,XC571202-short_toed_treecreeper_begging_calls_juv.wav
Certhia,brachydactyla,XC522299-555570b-mp3 (8).wav
Certhia,brachydactyla,GartenbaumlHBWald15-5-7_7-55.wav
Certhia,brachydactyla,XC357859-170303GartenbaumläuferGesangFH6.wav
Certhia,brachydactyla,"XC558275-200514_2161 1247 Gartenbaumläufer, D, NW, LEV, Imbach. Stephan Risch.wav"
Certhia,brachydactyla,XC357579-Gartenbaumläufer2.wav
Certhia,brachydactyla,XC462226-2018.12.27_10.17_01.wav
Certhia,brachydactyla,XC554336-gartenb0531.wav
Certhia,brachydactyla,XC491887-Certhia brachydactyla_2019.07.08_06.05_01.wav
Certhia,brachydactyla,XC413836-180408GartenbaumläuferGesangFH 1652.wav
Certhia,brachydactyla,XC388695-gartenb1450.wav
Certhia,brachydactyla,XC267374-30917_000-06ü mp3.wav
Certhia,brachydactyla,XC243609-Gartenbaumläufer 1.wav
Certhia,brachydactyla,XC356861-170218GartenbaumläuferGesangFH3.wav
Certhia,brachydactyla,XC388781-31599_111-09´ mp3.wav
Certhia,brachydactyla,XC583913-z31737-b-ö-12GBL-ALL-N.wav
Certhia,brachydactyla,XC463638-190324 Gartenbaumläufer Gesang FH 0936.wav
Certhia,brachydactyla,XC399026-170409GartenbaumläuferGesangFH 1726.wav
Certhia,brachydactyla,XC388782-31599_111-10´ mp3.wav
Certhia,brachydactyla,XC387449-31578_065-07´ mp3.wav
Certhia,brachydactyla,XC238546-Gartenbaumläufer.wav
Certhia,brachydactyla,XC299579-160117GartenbaumläuferRufFH4edit 49..wav
Certhia,brachydactyla,XC384345-31570_419-04´ mp3.wav
Certhia,brachydactyla,XC246314-150522GartenbaumläuferGesangNPStromb.wav
Certhia,brachydactyla,XC583916-z31737-b-ö-15FOX!!+gbl!!+AM+peckinALL!!+bachstelz -NNN.wav
Certhia,brachydactyla,XC367771-part2of3--0101_0263_07mp3.wav
Certhia,brachydactyla,XC384111-1559_000-02´ mp3.wav
Certhia,brachydactyla,XC168052-140223GartenbaumläuferGesangFH2.wav
Certhia,familiaris,XC499012-waldbaum0801.wav
Certhia,familiaris,WaldbaumlRufePanoA7-4-11_6-42.wav
Certhia,familiaris,XC369943-170514_30WBL_XC.wav
Certhia,familiaris,XC197321-30482 x mp3.wav
Certhia,familiaris,XC389138-170429_0975 1800 Nanhofen_C familiares.wav
Certhia,familiaris,XC199628-30508_000 - 4 m mp3.wav
Certhia,familiaris,XC172666-Waldbaumläufer.wav
Certhia,familiaris,XC391523-72624_0233-01´ mp3.wav
Certhia,familiaris,WaldbaumlLindenb21-4-7_5-43.wav
Certhia,familiaris,"XC334341-160410WaldbaumläuferRufGesanganundinNesthöhleFH3edit 48.92667 Nord,   8.90908 Ost, 208 m.wav"
Certhia,familiaris,XC217324-0375hernhiN-renw mp3.wav
Certhia,familiaris,2532 mp3.wav
Certhia,familiaris,XC236971-LS112778 Waldbaumläufer Fenken 2014 04 21 xeno.wav
Certhia,familiaris,XC199629-30508_000 - 5 m mp3.wav
Certhia,familiaris,XC456928-waldb0835.wav
Certhia,familiaris,XC289570-31105_059-02hiequ mp3.wav
Certhia,familiaris,XC309978-160331_02XC.wav
Certhia,familiaris,XC593802-WALDBAUMLÄUFER  02.04.2020  FM Nord  10_06  VOC_200402-0418 - Interv. gekürzt (1).wav
Certhia,familiaris,XC390268-170429_0975 1800 Nanhofen_c familiares 2.wav
Certhia,familiaris,"XC623511-Waldbaumläufer, 22.02.21, Münchingen.wav"
Certhia,familiaris,XC391360-54448_0666´ mp3.wav
Certhia,familiaris,XC152865-131028_0160-3HNEqR mp3.wav
Certhia,familiaris,XC289573-31105_239-05hiequ mp3.wav
Certhia,familiaris,XC410649-LS_36572_Waldbaumlaeufer_gesang_oderMischsaengerMitGartenbaumlaeufer_vogel1_sieheTextdatei_parabol_waldBeiRastede_2018-04-03.wav
Certhia,familiaris,XC601683-201101_0014.wav.02ö (3).wav
Certhia,familiaris,100615 cerbra R 01.wav
Certhia,familiaris,XC308694-160313WaldbaumläuferGesangFH1edit 49.wav
Certhia,familiaris,XC386406-002_000_118-04´ mp3.wav
Certhia,familiaris,XC289965-31113_202-01hiequ mp3.wav
Certhia,familiaris,XC390988-1555Ü-03_062-04´ mp3.wav
Certhia,familiaris,XC360472-2817-03_119-01+y-y-tut mp3.wav
Certhia,familiaris,XC346103-5205_059-03tut mp3.wav
Certhia,familiaris,XC305611-x5092_240-02hiequ mp3.wav
Certhia,familiaris,XC419547-Certhia familiaris_call_song_2017.04.26erg.wav
Certhia,familiaris,XC385563-170517_1000 0900 Nanhofen_TreeCreeper.wav
Certhia,familiaris,XC211823-30665_142-02 µ mp3.wav
Certhia,familiaris,XC196918-30472_059 - 5 x mp3.wav
Certhia,familiaris,XC295628-31168_239hiequ mp3.wav
Certhia,familiaris,XC619758-waldbaum1355.wav
Certhia,familiaris,XC214871-30694_239-04mut mp3.wav
Certhia,familiaris,XC528366-Waldbaumläufer Wasenlöcher (1).wav
Certhia,familiaris,XC181600-4676 mp3_462m_ 1 x mp3.wav
Certhia,familiaris,XC397075-025926_266-03´ß mp3.wav
Certhia,familiaris,XC499015-waldbaum0803.wav
Certhia,familiaris,WaldbaumlRwNHolzw9-4-8.wav
Certhia,familiaris,XC416162-180519_07XC.wav
Certhia,familiaris,WaldbaumlHBWald8-4-8frueh.wav
Certhia,familiaris,XC390297-31608_115-07´ mp3.wav
Certhia,familiaris,XC196929-30473_000 - 5 x mp3.wav
Certhia,familiaris,XC456929-waldb0836.wav
Certhia,familiaris,XC419546-Certhia familiaris_call_2017.04.26_Konigstuhl_Heidelberg.wav
Certhia,familiaris,XC529872-waldbaum0742.wav
Certhia,familiaris,waldbaumlaeufer.wav
Certhia,familiaris,XC177169-140501WaldbaumläuferGesangFH3edit.wav
Certhia,familiaris,XC186443-LS_30331 x mp3.wav
Certhia,familiaris,XC201526-30577_000-3m mp3.wav
Certhia,familiaris,XC535996-200318_09Waldbaumlaufer.wav
Certhia,familiaris,XC234422-554982_47-07sp-renw mp3.wav
Certhia,familiaris,XC391353-54448_0400´ mp3.wav
Certhia,familiaris,XC399387-31683-04fwr mp3.wav
Certhia,familiaris,XC386404-002_000_118-02´ mp3.wav
Certhia,familiaris,WaldbaumlDickbuethSE7-4-11_6-20.wav
Certhia,familiaris,XC267286-30903_000ü mp3.wav
Certhia,familiaris,XC390311-2505_0877-04´ mp3.wav
Certhia,familiaris,XC362556-Waldbaumläufer.wav
Certhia,familiaris,XC234427-waldb0610.wav
Certhia,familiaris,XC391349-54448_0266-03´ mp3.wav
Certhia,familiaris,XC554825-waldb0539.wav
Certhia,familiaris,XC354561-170204WaldbaumläuferRufGesangFH5.wav
Certhia,familiaris,XC491888-Certhia familiaris_2019.07.08_05.40_01.wav
Certhia,familiaris,XC461893-2019.02.18_11.35_01 [Qualidade Alta ].wav
Certhia,familiaris,XC591238-Jarek Matusiak-330 pełzacz leśny (2).wav
Certhia,familiaris,XC211391-waldb0910.wav
Certhia,familiaris,XC277738-30912_000i-02 mp3.wav
Certhia,familiaris,XC153108-131101_0179-1-2YYHNEqR mp3.wav
Certhia,familiaris,XC181601-4676 mp3_462m_ 2 x mp3.wav
Certhia,familiaris,XC360338-083A_170315_0956.wav
Certhia,familiaris,XC419552-Certhia familiaris_song_2017.04.30.wav
Certhia,familiaris,XC361152-5340-01_060-05tut mp3.wav
Certhia,familiaris,XC150562-131011_ 01 - 8HNEqR mp3.wav
Certhia,familiaris,waldbauml-HBWald15-4-7.wav
Certhia,familiaris,WaldbaumlBornsbrookN-25-3-11_6-08.wav
Certhia,familiaris,XC225415-150316WaldbaumläuferRufFH3aEdit.wav
Certhia,familiaris,WaldbaumlHBWaldOst14-4-8_18-55.wav
Certhia,familiaris,XC114317-06YY-01-1jbrkrk mp3.wav
Certhia,familiaris,XC295627-31168_179-02hiequ mp3.wav
Certhia,familiaris,XC624197-waldbaum1413.wav
Certhia,familiaris,XC583902-z31737-a-ö-07-all-NNN.wav
Certhia,familiaris,XC397222-170403WaldbaumläuferGesangFH 1443.wav
Certhia,familiaris,XC335264-waldb0655.wav
Certhia,familiaris,XC289966-31113_202-03hiequ mp3.wav
Certhia,familiaris,XC516209-200102_1915_101518 up leśny w locie.wav
Certhia,familiaris,XC461891-2019.02.18_11.26_01t.wav
Certhia,familiaris,XC598433-XC-biOsmid3C001-04equII (8).wav
Certhia,familiaris,XC543704-200401 Waldbaumläufer Gesang FH 1714.wav
Certhia,familiaris,"XC597692-WALDBAUMLÄUFER, Gesangsstrophe  02.04.2020 FM Nord 10_06 VOC_200402-0418.wav"
Certhia,familiaris,XC243671-Waldbaumläufer 1.wav
Certhia,familiaris,XC415081-180511_09XC.wav
Certhia,familiaris,XC475311-190308 Waldbaumläufer Gesang FH 1623.wav
Certhia,familiaris,XC386413-002_297_237-02´yy mp3.wav
Certhia,familiaris,XC369942-170514_26WBL_XC.wav
Certhia,familiaris,XC240124-150504WaldbaumläuferGesangNPStromber.wav
Certhia,familiaris,XC328803-5190_179-01hipan mp3.wav
Certhia,familiaris,XC624605-210224_Wbl_Gesang_Pötzen_Steinbruch.wav
Certhia,familiaris,XC460918-2019.02.15_11.45_01 (2).wav
Certhia,familiaris,XC167853-140208WaldbaumläuferGesangFH2.wav
Certhia,familiaris,XC373620-3436-01_000-05ku mp3.wav
Certhia,familiaris,XC217407-150309WaldbaumläuferGesangFH6edit.wav
Certhia,familiaris,XC402503-DM671156_Wbl_xc.wav
Certhia,familiaris,WaldbaumlRWHuetteW28-6-12_10-26.wav
Certhia,familiaris,XC158885-DM550192topHEqNR mp3.wav
Certhia,familiaris,XC308693-160325WaldbaumläuferGesangFH1 49.028.wav
Certhia,familiaris,XC491853-2019.07.07_17.27_01.wav
Certhia,familiaris,XC481947-xc-wa006425-000009-Triller.wav
Certhia,familiaris,XC460409-2019.02.15_10.49_01.wav
Certhia,familiaris,XC337106-5243_184-03hiequen mp3.wav
Certhia,familiaris,XC357857-170303WaldbaumläuferGesangFH5.wav
Certhia,familiaris,XC267285-30902_197-05ü mp3.wav
Certhia,familiaris,XC624193-waldbaum1412.wav
Certhia,familiaris,XC167852-140208WaldbaumläuferGesangFH1.wav
Certhia,familiaris,XC203592-30621_187-4m mp3.wav
Certhia,familiaris,XC416119-180519_06XC.wav
Certhia,familiaris,XC216195-150306WaldbaumläuferGesangFH1edit.wav
Certhia,familiaris,XC225470-150316WaldbaumläuferGesangFH3cEdit.wav
Certhia,familiaris,XC186444-LS_30334 -1 x mp3.wav
Certhia,familiaris,XC112609-2012_11_11_T856_Waldbaumlaeufer_ViernheimerH_10Uhr20.wav
Certhia,familiaris,XC133393-Common Treecreeper_20130505_153436_prepared.wav
Certhia,familiaris,XC391340-54448_0133´ mp3.wav
Certhia,familiaris,Y192re mp3.wav
Certhia,familiaris,XC375056-Common Treecreeper_song_20170608_061850_prepared.wav
Certhia,familiaris,XC122772-WaldbaumlHBWaldSued11-4-9_7-24.wav
Certhia,familiaris,XC295611-31162_239-01hiequ mp3.wav
Certhia,familiaris,XC313180-5139_107-01audj mp3.wav
Certhia,familiaris,XC313404-waldb0527.wav
Certhia,familiaris,XC267284-30902_197-04ü mp3(192kBits).wav
Certhia,familiaris,XC313405-waldb0530.wav
Certhia,familiaris,XC391338-45359_800-01´ mp3.wav
Certhia,familiaris,XC313403-waldb0525.wav
Certhia,familiaris,XC168859-140303WaldbaumläuferGesangFH1.wav
Certhia,familiaris,XC587430-555585-2-ö-04high pitched.wav
Certhia,familiaris,XC389286-31602_055-02´ mp3.wav
Certhia,familiaris,XC375014-Common Treecreeper_calls_20170608_061707_prepared.wav
Certhia,familiaris,XC204687-30630_063-3m mp3.wav
Certhia,familiaris,XC401496-walbaumläufer180105_0012.wav
Certhia,familiaris,XC214669-150221WaldbaumläuferGesangFH8edit.wav
Certhia,familiaris,XC410650-LS_36581_WaldbaumlaeuferOderWaldGartenbaumlaeuferHybrid_mischsaenger_bestaetigt_gesang_lowQualityKompilation_Vogel1DesTagesSieheNotizen_NiedersachsenWaldInRastede_2018-04-04-1300.wav
Certhia,familiaris,XC387481-Waldbaumläufer.wav
Certhia,familiaris,XC122244-WaldbaumlRWWalterN18-3-12_7-25.wav
Certhia,familiaris,XC537478-waldb0727.wav
Certhia,familiaris,XC245930-grausch0445.wav
Certhia,familiaris,XC461926-2019.02.25_12.40_01.wav
Certhia,familiaris,XC626836-waldbaum1059.wav
Certhia,familiaris,XC302038-5064_000-07hiequ.wav
Certhia,familiaris,XC167919-Waldb2.wav
Certhia,familiaris,101007_01_03_EurTreecreeper_Moggingen.wav
Certhia,familiaris,XC295615-31164_053-01hiequ mp3.wav
Certhia,familiaris,XC165818-DM650148_B.wav
Certhia,familiaris,XC340283-1477_000-03hieqn mp3.wav
Certhia,familiaris,XC390338-1555Ü-01_315-05´ mp3.wav
Certhia,familiaris,XC399409-170411WaldbaumläuferGesangFH 1640.wav
Certhia,familiaris,XC155453-WaldbaumlKahlbuethN12-3-11_6-28.wav
Certhia,familiaris,XC206282-30643-6µ mp3.wav
Certhia,familiaris,XC453093-Certhia familiaris_2018.12.25_10.50_01_Neuenheimer Feld.wav
Certhia,familiaris,XC150561-131011_ 01 - 5HNEqR mp3.wav
Certhia,familiaris,XC356863-170218WaldbaumläuferGesangRufFH6.wav
Certhia,familiaris,XC188986-30357_187 - 3 xz mp3.wav
Certhia,familiaris,XC420325-Certhia familiaris_song_2018.05.11_15.50_01.wav
Certhia,familiaris,XC585332-31743-ö-12.wav
Certhia,familiaris,XC113935-26-1-4varklo mp3.wav
Certhia,familiaris,XC177180-140502WaldbaumläuferGesangFH6edit.wav
Certhia,familiaris,XC410651-LS_36581_WaldbaumlaeuferOderWaldGartenbaumlaeuferHybrid_mischsaenger_bestaetigt_gesang_highQualityKompilation_Vogel2DesTagesSieheNotizen_parabol_NiedersachsenWaldInRastede_2018-04-04-1400.wav
Certhia,familiaris,2505 mp3.wav
Certhia,familiaris,XC362294-428-04_069-03tut mp3.wav
Certhia,familiaris,XC391348-54448_0266-02´ mp3.wav
Certhia,familiaris,XC295619-31179_107-02hiequ mp3.wav
Certhia,familiaris,XC295613-31162_239-03hiequ mp3.wav
Certhia,familiaris,XC295616-31164_053-02hiequ mp3.wav
Certhia,familiaris,XC531110-ab-135 (2) pełzacz leśny.wav
Gelochelidon,nilotica,XC142987-LachseeschwNeufeld18-7-13_10-00.wav
Gelochelidon,nilotica,XC142891-LachseeschwNeufeld12-7-13_12-54.wav
Periparus,ater,XC312245-1257_000-07audj mp3.wav
Periparus,ater,XC188012-tannenm0638.wav
Periparus,ater,XC310478-1242_062-04hiaudequ mp3.wav
Periparus,ater,XC307136-5102_119-02hiaudequ mp3.wav
Periparus,ater,XC430407-180729_04_8.42h_zwarte mees_ saar hünsruck_.wav
Periparus,ater,XC360464-2817-02_059-02tut mp3.wav
Periparus,ater,XC281958-30977_239i-01 mp3.wav
Periparus,ater,XC461871-2019.02.18_07.50_01.wav
Periparus,ater,XC152511-Coal Tit_20131020_135333_prepared.wav
Periparus,ater,XC371914-170520TannenmeiseFH 1600.wav
Periparus,ater,XC580565-TANNENMEISE   1.08.2020  HhWald S  10_39   VOC_200801-1280.wav
